ئا: ئا
شېنچى: شېنچى
شېنۋېي: شېنۋېي
شېيۈ: شېيۈ
شېڭ: شېڭ
شېڭجۈن: شېڭجۈن
شېڭلى: شېڭلى
شەخس: شەخس
شەخسلىرى: شەخس,لىر,ى
شەخسلەر: شەخس,لەر
شەخسلەرنى: شەخس,لەر,نى
شەخسلەرنىمۇ: شەخس,لەر,نى,مۇ
شەخسلەرنىڭ: شەخس,لەر,نىڭ
شەخسنى: شەخس,نى
شەخسنىڭ: شەخس,نىڭ
شەخسىي: شەخسىي
شەخسىيەتسىز: شەخسىيەت,سىز
شەخسىيەتچىلىك: شەخسىيەتچىلىك
شەخسەن: شەخسەن
شەرت: شەرت
شەرتتە: شەرت,تە
شەرتسىز: شەرت,سىز
شەرتكە: شەرت,كە
شەرتلىرىنى: شەرت,لىر,ى,نى
شەرتلىرىگە: شەرت,لىر,ى,گە
شەرتلىك: شەرت,لىك
شەرتلەرنى: شەرتلەر,نى
شەرتنامىسى: شەرتنامى,سى
شەرتى: شەرت,ى
شەرتىنى: شەرت,ى,نى
شەرتىنىڭ: شەرت,ى,نىڭ
شەرتىگە: شەرت,ى,گە
شەرق: شەرق
شەرقتىكى: شەرق,تىكى
شەرقتە: شەرق,تە
شەرقشۇناس: شەرقشۇناس
شەرقشۇناسلىق: شەرقشۇناسلىق
شەرققە: شەرق,قە
شەرقى: شەرق,ى
شەرقىدىكى: شەرق,ى,دىكى
شەرقىدىن: شەرق,ى,دىن
شەرقىدە: شەرق,ى,دە
شەرقىغىچە: شەرق,ى,غىچە
شەرقىي: شەرقىي
شەرقىگە: شەرق,ى,گە
شەرىپى: شەرىپ,ى
شەرىپىگە: شەرىپ,ى,گە
شەرھلىدى: شەرھلى,دى
شەرھلىنىپ: شەرھلى,ن,ىپ
شەرھلەندى: شەرھلەن,دى
شەرھلەنگەن: شەرھلەن,گەن
شەرھلەپ: شەرھلە,پ
شەرھىلىنىپ: شەرھىلى,ن,ىپ
شەرھىلەنگەن: شەرھىلە,ن,گەن
شەرھىيەلىدى: شەرھىيەلى,دى
شەرەپ: شەرەپ
شەرەپكە: شەرەپ,كە
شەرەپلىك: شەرەپلىك
شەكلى: شەكلى
شەكلىدە: شەكلى,دە
شەكلىنى: شەكلى,نى
شەكلىنىڭ: شەكلى,نىڭ
شەكىل: شەكىل
شەكىلدىكى: شەكىل,دىكى
شەكىلدە: شەكىل,دە
شەكىللىرى: شەكىل,لىر,ى
شەكىللىرىنى: شەكىل,لىر,ى,نى
شەكىللىك: شەكىللىك
شەكىللىنىپ: شەكىللىن,ىپ
شەكىللەر: شەكىل,لەر
شەكىللەرنى: شەكىل,لەر,نى
شەكىللەندى: شەكىللەن,دى
شەكىللەندۈردى: شەكىللەندۈر,دى
شەكىللەندۈرىدىكەن: شەكىللەندۈر,ىدىكەن
شەكىللەندۈرگەن: شەكىللەندۈر,گەن
شەكىللەندۈرگەنلەرنىڭ: شەكىللەندۈر,گەن,لەر,نىڭ
شەكىللەندۈرۈش: شەكىللەندۈر,ۈش
شەكىللەندۈرۈشنى: شەكىللەندۈر,ۈش,نى
شەكىللەندۈرۈشى: شەكىللەندۈر,ۈش,ى
شەكىللەندۈرۈشىمىز: شەكىللەندۈر,ۈش,ىمىز
شەكىللەندۈرۈشىنى: شەكىللەندۈر,ۈش,ى,نى
شەكىللەندۈرۈلىدۇ: شەكىللەندۈرۈل,ى,دۇ
شەكىللەندۈرۈلگەن: شەكىللەندۈرۈل,گەن
شەكىللەندۈرۈپ: شەكىللەندۈر,ۈپ
شەكىللەنگەن: شەكىللەن,گەن
شەكىلنى: شەكىل,نى
شەكىلنىڭ: شەكىل,نىڭ
شەكىلگە: شەكىل,گە
شەكىلۋازلىق: شەكىلۋازلىق
شەكىلۋازلىققا: شەكىلۋازلىق,قا
شەكىلۋازلىقنى: شەكىلۋازلىق,نى
شەكىلۋازلىقنىڭ: شەكىلۋازلىق,نىڭ
شەمسىدىن: شەمسىدىن
شەمشىدىن: شەمشىدىن
شەن: شەن
شەنبېي: شەنبېي
شەنبە: شەنبە
شەنخې: شەنخې
شەندۇڭ: شەندۇڭ
شەندۇڭدىكى: شەندۇڭ,دىكى
شەندۇڭنىڭ: شەندۇڭ,نىڭ
شەنشى: شەنشى
شەنشىنىڭ: شەنشى,نىڭ
شەنشەن: شەنشەن
شەنىگە: شەنى,گە
شەنيوۋ: شەنيوۋ
شەنۋېي: شەنۋېي
شەپقەت: شەپقەت
شەھرىزاد: شەھرىزاد
شەھىدە: شەھىدە
شەھىرى: شەھىر,ى
شەھىرىدىكى: شەھىر,ى,دىكى
شەھىرىدىمۇ: شەھىر,ى,دى,مۇ
شەھىرىدىن: شەھىر,ى,دىن
شەھىرىدە: شەھىر,ى,دە
شەھىرىمىز: شەھىر,ىمىز
شەھىرۈىمىزنىڭ: شەھىرۈ,ىمىز,نىڭ
شەھىرىمۇ: شەھىر,ى,مۇ
شەھىرىنى: شەھىر,ى,نى
شەھىرىنىڭ: شەھىر,ى,نىڭ
شەھىرىگە: شەھىر,ى,گە
شەھۋانىيىلىققا: شەھۋانىيىلىق,قا
شەھەر: شەھەر
شەھەردىكى: شەھەر,دىكى
شەھەردىلا: شەھەر,دى,لا
شەھەردىن: شەھەر,دىن
شەھەردە: شەھەر,دە
شەھەرلىرى: شەھەر,لىر,ى
شەھەرلىرىدە: شەھەر,لىر,ىدە
شەھەرلىشىشنى: شەھەرلىش,ىش,نى
شەھەرلىك: شەھەرلىك
شەھەرلىكلەردەك: شەھەرلىك,لەر,دەك
شەھەرلەر: شەھەر,لەر
شەھەرلەردىكى: شەھەر,لەر,دىكى
شەھەرلەردىن: شەھەر,لەر,دىن
شەھەرلەردە: شەھەر,لەر,دە
شەھەرلەرنى: شەھەر,لەر,نى
شەھەرلەرنىڭ: شەھەر,لەر,نىڭ
شەھەرلەرگە: شەھەر,لەر,گە
شەھەرلەشتۈرۈش: شەھەرلەش,تۈر,ۈش
شەھەرنى: شەھەر,نى
شەھەرنىڭ: شەھەر,نىڭ
شەھەرچىسىدە: شەھەرچى,سى,دە
شەھەرچىسى: شەھەرچى,سى
شەھەرچىسىدىكى: شەھەرچىسى,دىكى
شەھەرچىسىدە: شەھەرچى,سى,دە
شەھەرچىسىنى: شەھەرچى,سى,نى
شەھەرچىسىنىڭ: شەھەرچى,سى,نىڭ
شەھەرچىسىگە: شەھەرچى,سى,گە
شەھەرگە: شەھەر,گە
شەۋكەت: شەۋكەت
غا: غا
غاجاپ: غاجا,پ
غازات: غازات
غالجىر: غالجىر
غالجىرلىق: غالجىر,لىق
غالىپ: غالىپ
غالىپنىڭ: غالىپ,نىڭ
غانىبات: غانىبات
غايىدە: غايى,دە
غايىسى: غايى,سى
غايىلىك: غايىلىك
غايە: غايە
غايەت: غايەت
غايەڭلەر: غايەڭ,لەر
غاپپار: غاپپار
غوجىخان: غوجىخان
غول: غول
غوللۇق: غوللۇق
غوپۇر: غوپۇر
غىزالاندى: غىزالان,دى
غىزالاندۇرۇپ: غىزالان,دۇر,ۇپ
غىزالىنىش: غىزالىن,ىش
غىزالىنىپ: غىزالىن,ىپ
غىمۇ: غى,مۇ
غىچە: غىچە
غۇرۇر: غۇرۇر
غۇلجا: غۇلجا
غۇنچىلار: غۇنچى,لار
غېنى: غېنى
غەرب: غەرب
غەربتىكى: غەرب,تىكى
غەربتىن: غەرب,تىن
غەربتە: غەرب,تە
غەربكە: غەرب,كە
غەربنىڭ: غەرب,نىڭ
غەربىدىكى: غەرب,ى,دىكى
غەربىدە: غەرب,ى,دە
غەربىدىكى: غەرب,ى,دىكى
غەربىي: غەربىي
غەرق: غەرق
غەرىزى: غەرىز,ى
غەرپنىڭ: غەرپ,نىڭ
غەرەزدە: غەرەز,دە
غەززە: غەززە
غەززەنىڭ: غەززە,نىڭ
غەزىپىنى: غەزىپ,ى,نى
غەزەپلىنىدۇ: غەزەپلىن,ىدۇ
غەزەپلەندۈردى: غەزەپلەندۈر,دى
غەزەپلەنگەن: غەزەپلەن,گەن
غەلبە: غەلبە
غەلبىسېرى: غەلبى,سېرى
غەلىبىسىنى: غەلىبى,سى,نى
غەلىبىلىك: غەلىبىلىك
غەلىبىنى: غەلىبى,نى
غەلىبە: غەلىبە
غەلىيانچىلار: غەلىيانچى,لار
غەم: غەم
غەمخورلۇق: غەمخورلۇق
غەمخورلۇقىدا: غەمخورلۇق,ى,دا
غەمخورلۇقىغا: غەمخورلۇق,ى,غا
غەمخورلۇقىنى: غەمخورلۇق,ى,نى
غەمدىن: غەم,دىن
غەملىنىدىكەن: غەملىن,ىدىكەن
غەملەش: غەملە,ش
غەملەشنى: غەملە,ش,نى
غەملەيدىغان: غەملە,يدىغان
غەملەپ: غەملە,پ
غەيرىتىنى: غەيرىت,ى,نى
غەيرىي: غەيرىي
غەيرەت: غەيرەت
غەيرەتكە: غەيرەت,كە
غەيرەتلىك: غەيرەتلىك
فابىئۇس: فابىئۇس
فاخې: فاخې
فازىلىق: فازىلىق
فاشېڭ: فاشېڭ
فاكس: فاكس
فاكىس: فاكىس
فامىلىسى: فامىلى,سى
فامىلىك: فامىلىك
فامىلىلىك: فامىلىلىك
فايى: فايى
فاڭ: فاڭ
فاڭجېن: فاڭجېن
فاڭجېنىدا: فاڭجېن,ى,دا
فاڭجېنىغا: فاڭجېن,ى,غا
فاڭجېنىنى: فاڭجېن,ى,نى
فاڭشەن: فاڭشەن
فاڭچېڭ: فاڭچېڭ
فرانسىسكو: فرانسىسكو
فلېمىش: فلېمىش
فوتو: فوتو
فوتوسى: فوتو,سى
فوتوۋولت: فوتوۋولت
فوتوۋولتلۇق: فوتوۋولتلۇق
فورمان: فورمان
فوسفور: فوسفور
فوند: فوند
فوندنىڭ: فوند,نىڭ
فوندى: فوندى
فوندىدا: فوندى,دا
فوندىدىن: فوندى,دىن
فوندىغا: فوندى,غا
فوندىنى: فوندى,نى
فوندىنىڭ: فوندى,نىڭ
فونكسىيەسىنى: فونكسىيە,سى,نى
فونكسىيەلىك: فونكسىيەلىك
فونكىسىيەسىنى: فونكىسىيە,سى,نى
فىتور: فىتور
فىرانسىسكو: فىرانسىسكو
فىرانسىسكودا: فىرانسىسكو,دا
فىرانسىسكودىكى: فىرانسىسكو,دىكى
فىرانسىيە: فىرانسىيە
فىرانسىيەدىكى: فىرانسىيە,دىكى
فىرانسىيەدىلا: فىرانسىيە,دى,لا
فىرانسىيەدە: فىرانسىيە,دە
فىرانسىيەنىڭ: فىرانسىيە,نىڭ
فىرانسىيەگە: فىرانسىيە,گە
فىرانكفورت: فىرانكفورت
فىزىكا: فىزىكا
فىشېر: فىشېر
فىلىم: فىلىم
فىلىمنى: فىلىم,نى
فىلىمى: فىلىم,ى
فىلىپپىن: فىلىپپىن
فىلىپپىندا: فىلىپپىن,دا
فىلىپپىندىكى: فىلىپپىن,دىكى
فىلىپپىنغا: فىلىپپىن,غا
فىلىپپىننى: فىلىپپىن,نى
فىلىپپىننىڭ: فىلىپپىن,نىڭ
فىڭ: فىڭ
فۇ: فۇ
فۇجيەن: فۇجيەن
فۇجيەننىڭ: فۇجيەن,نىڭ
فۇجۇ: فۇجۇ
فۇجۇدىكى: فۇجۇ,دىكى
فۇخې: فۇخې
فۇدەن: فۇدەن
فۇرۇي: فۇرۇي
فۇشىن: فۇشىن
فۇشىڭ: فۇشىڭ
فۇشېڭ: فۇشېڭ
فۇكاك: فۇكاك
فۇكاڭ: فۇكاڭ
فۇنكسىيە: فۇنكسىيە
فۇنكسىيەسى: فۇنكسىيە,سى
فۇنكسىيەسىنى: فۇنكسىيە,سى,نى
فۇنكسىيەسىگە: فۇنكسىيە,سى,گە
فۇنكسىيەلىك: فۇنكسىيەلىك
فۇنكىسىيەسى: فۇنكىسىيە,سى
فۇنكىسىيەسىنى: فۇنكىسىيە,سى,نى
فۇنكىسيەسىنى: فۇنكىسيە,سى,نى
فۇيۈەن: فۇيۈەن
فۇپىڭ: فۇپىڭ
فۇچېڭنىڭ: فۇچېڭ,نىڭ
فېدېراتسىيە: فېدېراتسىيە
فېرما: فېرما
فېرمىسى: فېرمى,سى
فېرمىسىدا: فېرمى,سى,دا
فېرمىسىدىكى: فېرمى,سى,دىكى
فېرمىسىنىڭ: فېرمى,سى,نىڭ
فېنشىن: فېنشىن
فېڭ: فېڭ
فېڭئې: فېڭئې
فېڭتاڭ: فېڭتاڭ
فېڭتەي: فېڭتەي
فېڭجىن: فېڭجىن
فېڭخۇاڭ: فېڭخۇاڭ
فېڭزى: فېڭزى
فېڭمىڭ: فېڭمىڭ
فېڭچىننىڭ: فېڭچىن,نىڭ
فېڭچياۋ: فېڭچياۋ
فېۋرال: فېۋرال
فېۋرالدىن: فېۋرال,دىن
فېۋرالغىچە: فېۋرال,غىچە
فەن: فەن
فەننىڭ: فەن,نىڭ
قا: قا
قائىدىسى: قائىدى,سى
قائىدىسىنى: قائىدى,سى,نى
قائىدىلىرى: قائىدى,لىر,ى
قائىدىلىرىنى: قائىدى,لىر,ى,نى
قائىدىلىرىگە: قائىدى,لىر,ى,گە
قائىدىلەر: قائىدى,لەر
قائىدىلەرگە: قائىدى,لەر,گە
قائىدىنىڭ: قائىدى,نىڭ
قائىدىگە: قائىدى,گە
قائىدە: قائىدە
قابا: قابا
قابىل: قابىل
قابىلىيىتى: قابىلىيىت,ى
قابىلىيىتىنى: قابىلىيىت,ى,نى
قابىلىيەت: قابىلىيەت
قابىلىيەتسىز: قابىلىيەت,سىز
قاتار: قاتار
قاتاردا: قاتار,دا
قاتاردىكى: قاتار,دىكى
قاتارغا: قاتار,غا
قاتارلىق: قاتارلىق
قاتارلىقلار: قاتارلىق,لار
قاتارلىقلاردىن: قاتارلىق,لار,دىن
قاتارلىقلارغا: قاتارلىق,لار,غا
قاتارلىقلارمۇ: قاتارلىق,لار,مۇ
قاتارلىقلارنى: قاتارلىق,لار,نى
قاتارلىقلارنىڭ: قاتارلىق,لار,نىڭ
قاتارىدا: قاتار,ى,دا
قاتارىدىن: قاتار,ى,دىن
قاتارىغا: قاتار,ى,غا
قاتتىق: قاتتىق
قاتتىقلاشتۇرۇش: قاتتىقلاشتۇر,ۇش
قاتتىقلاشتۇرۇلغان: قاتتىقلاشتۇرۇل,غان
قاتتىقلاشتۇرۇپ: قاتتىقلاشتۇر,ۇپ
قاتلاش: قاتلا,ش
قاتلام: قاتلام
قاتلامدا: قاتلام,دا
قاتلامدىكى: قاتلام,دىكى
قاتلامدىكىلەر: قاتلام,دىكى,لەر
قاتلامدىكىلەرنىڭ: قاتلام,دىكى,لەر,نىڭ
قاتلامدىكىلەرگە: قاتلام,دىكى,لەر,گە
قاتلامدىن: قاتلام,دىن
قاتلامغا: قاتلام,غا
قاتلامغىچە: قاتلام,غىچە
قاتلاملار: قاتلام,لار
قاتلاملاردا: قاتلام,لا,ردا
قاتلاملارغا: قاتلام,لار,غا
قاتلاملارنى: قاتلام,لار,نى
قاتلاملىرىدا: قاتلام,لىر,ى,دا
قاتلاملىق: قاتلاملىق
قاتلاممۇ: قاتلام,مۇ
قاتلامنى: قاتلام,نى
قاتلامنىڭ: قاتلام,نىڭ
قاتلاندى: قاتلان,دى
قاتلىمى: قاتلىم,ى
قاتلىمىدا: قاتلىم,ى,دا
قاتلىمىدىكى: قاتلىم,ى,دىكى
قاتلىمىدىن: قاتلىم,ى,دىن
قاتلىمىغا: قاتلىم,ى,غا
قاتلىمىنى: قاتلىم,ى,نى
قاتلىمىنىڭ: قاتلىم,ى,نىڭ
قاتلىنىدىغان: قاتلىن,ىدىغان
قاتلىنىشىدا: قاتلىن,ىش,ى,دا
قاتلىنىپ: قاتلىن,ىپ
قاتماللىق: قاتماللىق
قاتناش: قاتناش
قاتناشتى: قاتناش,تى
قاتناشتۇردى: قاتناشتۇر,دى
قاتناشتۇرغان: قاتناشتۇر,غان
قاتناشتۇرمايدۇ: قاتناشتۇرما,ي,دۇ
قاتناشتۇرىدۇ: قاتناشتۇر,ى,دۇ
قاتناشتۇرۇش: قاتناشتۇر,ۇش
قاتناشتۇرۇلدى: قاتناشتۇرۇل,دى
قاتناشتۇرۇلغان: قاتناشتۇرۇل,غان
قاتناشتۇرۇلمايدىكەن: قاتناشتۇرۇلما,ي,دى,كەن
قاتناشتۇرۇلىدىغان: قاتناشتۇرۇل,ىدىغان
قاتناشتۇرۇپ: قاتناشتۇر,ۇپ
قاتناشتۇق: قاتناش,تۇق
قاتناشقا: قاتناش,قا
قاتناشقان: قاتناش,قان
قاتناشقاندا: قاتناش,قان,دا
قاتناشقاندىن: قاتناش,قان,دىن
قاتناشقانلار: قاتناش,قان,لار
قاتناشقانلارغا: قاتناش,قان,لار,غا
قاتناشقانلارنىڭ: قاتناش,قان,لار,نىڭ
قاتناشقانلىقى: قاتناش,قان,لىق,ى
قاتناشقىلى: قاتناش,قىلى
قاتناشقۇچى: قاتناشقۇچى
قاتناشقۇچىلار: قاتناشقۇچى,لار
قاتناشقۇچىلاردىن: قاتناشقۇچى,لار,دىن
قاتناشقۇچىلارنى: قاتناشقۇچى,لار,نى
قاتناشقۇچىلارنىڭ: قاتناشقۇچى,لار,نىڭ
قاتناشماسلىقىنى: قاتناشما,س,لىق,ى,نى
قاتناشماقتا: قاتناش,ماقتا
قاتناشماقتا: قاتناش,ماقتا
قاتناشمايدۇ: قاتناشما,ي,دۇ
قاتناشمايىمىز: قاتناشما,ي,ىمىز
قاتناشمىغان: قاتناشمى,غان
قاتناشمىغانلىقى: قاتناشمى,غان,لىق,ى
قاتناشنى: قاتناش,نى
قاتناشنىڭ: قاتناش,نىڭ
قاتناشچىسى: قاتناشچى,سى
قاتناشچىلىرى: قاتناشچى,لىر,ى
قاتنايدىغان: قاتنا,يدىغان
قاتنايدىكەن: قاتنا,ي,دى,كەن
قاتنايدۇ: قاتنا,ي,دۇ
قاتناۋاتقان: قاتناۋات,قان
قاتنىشى: قاتنىش,ى
قاتنىشىدىغان: قاتنىش,ىدىغان
قاتنىشىدىغانلارنىڭ: قاتنىشى,دىغان,لار,نىڭ
قاتنىشىدىغانلىقىنى: قاتنىشى,دىغان,لىق,ى,نى
قاتنىشىدىكەن: قاتنىش,ىدى,كەن
قاتنىشىدۇ: قاتنىش,ى,دۇ
قاتنىشىش: قاتنىش,ىش
قاتنىشىشتىن: قاتنىش,ىش,تىن
قاتنىشىشقا: قاتنىش,ىش,قا
قاتنىشىشنى: قاتنىش,ىش,نى
قاتنىشىشى: قاتنىش,ىش,ى
قاتنىشىشىنى: قاتنىش,ىش,ى,نى
قاتنىشىغا: قاتنىش,ى,غا
قاتنىشىنى: قاتنىش,ى,نى
قاتنىشىپ: قاتنىش,ىپ
قاتنىشىۋاتقان: قاتنىشىۋات,قان
قاتنىشىۋاتىدۇ: قاتنىشىۋات,ىدۇ
قاتنىغاندىن: قاتنى,غان,دىن
قاتنىماسلىق: قاتنىما,س,لىق
قاتىل: قاتىل
قاتۇرۇپتۇ: قاتۇر,ۇپ,تۇ
قاداق: قاداق
قاداقلىرىنى: قاداق,لىر,ى,نى
قادىر: قادىر
قادىرغا: قادىر,غا
قادىس: قادىس
قار: قار
قارا: قارا
قاراتقان: قارات,قان
قاراتمىلىققا: قاراتمىلىق,قا
قاراتمىلىقى: قاراتمىلىق,ى
قاراتمىلىقىنى: قاراتمىلىق,ى,نى
قارادۆۋە: قارادۆۋە
قارار: قارار
قاراردا: قارار,دا
قارارغا: قارار,غا
قارارلارنى: قارار,لار,نى
قارارلىق: قارارلىق
قارارنى: قارار,نى
قارارى: قارار,ى
قارارىدا: قارار,ى,دا
قارارىغا: قارار,ى,غا
قارارىنى: قارار,ى,نى
قاراسۇ: قاراسۇ
قاراش: قارا,ش
قاراشتا: قارا,ش,تا
قاراشتىن: قارا,ش,تىن
قاراشقا: قارا,ش,قا
قاراشلارغا: قارا,ش,لار,غا
قاراشلارنى: قارا,ش,لار,نى
قاراشلىرىنى: قارا,ش,لىر,ى,نى
قاراشلىق: قاراشلىق
قاراشنى: قارا,ش,نى
قاراشەھەر: قاراشەھەر
قاراقاش: قاراقاش
قاراقچىلار: قاراقچى,لار
قاراقۇرۇم: قاراقۇرۇم
قارالدى: قارال,دى
قارالما: قارالما
قارالمىسىغا: قارالمى,سى,غا
قارالمىسىنى: قارالمى,سى,نى
قارالمىلار: قارالمى,لار
قارالمىلارنى: قارالمى,لار,نى
قارالمىلىرىنى: قارالمى,لىر,ى,نى
قارام: قارام
قاراماي: قاراماي
قارامايدا: قاراماي,دا
قارامايلىدا: قارامايلىدا
قاراماينىڭ: قاراماي,نىڭ
قارانچۇق: قارانچۇق
قارايتتىم: قارا,ي,ت,تىم
قارايدىغان: قارا,يدىغان
قارايدىغانلىقىنى: قارا,يدىغان,لىق,ى,نى
قارايدىكەن: قارا,ي,دى,كەن
قارايدۇ: قارا,ي,دۇ
قارايسىلەر: قارا,ي,سىلەر
قاراپ: قارا,پ
قاراڭغۇ: قاراڭغۇ
قاراۋۇلى: قاراۋۇل,ى
قارتا: قارتا
قارتىدىكى: قارتى,دىكى
قاردا: قار,دا
قاردىن: قار,دىن
قارشى: قارشى
قارشىلىشىشقا: قارشىلىش,ىش,قا
قارشىلىق: قارشىلىق
قارشىلىقىغا: قارشىلىق,ى,غا
قارشىلىقىنى: قارشىلىق,ى,نى
قارلارنى: قار,لار,نى
قارلىغاچ: قارلىغاچ
قارمىقىدىكى: قارمىق,ى,دىكى
قارنىنى: قارنى,نى
قارنىڭ: قار,نىڭ
قارىتا: قارىتا
قارىتىدىغان: قارىتى,دىغان
قارىتىش: قارىت,ىش
قارىتىشتا: قارىت,ىش,تا
قارىتىلغان: قارىتىل,غان
قارىتىلمىغان: قارىتىلمى,غان
قارىتىپ: قارىت,ىپ
قارىدى: قارى,دى
قارىدۇق: قارى,دۇق
قارىسا: قارى,سا
قارىسام: قارى,سا,م
قارىسىنىمۇ: قارى,سى,نى,مۇ
قارىشى: قارىش,ى
قارىشىدىن: قارىش,ى,دىن
قارىشىمىز: قارىش,ى,مىز
قارىشىمۇ: قارىش,ى,مۇ
قارىشىنى: قارىش,ى,نى
قارىشىنىڭ: قارىش,ى,نىڭ
قارىشىچە: قارىش,ى,چە
قارىغان: قارى,غان
قارىغاندا: قارى,غان,دا
قارىغاندىلا: قارى,غان,دى,لا
قارىغاچ: قارىغاچ
قارىغۇلارچە: قارىغۇ,لارچە
قارىغۇچىسى: قارىغۇچى,سى
قارىلىدۇ: قارىل,ىدۇ
قارىماسلىق: قارىما,س,لىق
قارىماققا: قارىماق,قا
قارىماي: قارى,ما,ي
قارىمىقىدا: قارىمىق,ى,دا
قارىمىقىدىكى: قارىمىق,ى,دىكى
قارىھاجى: قارىھاجى
قارچۇغا: قارچۇغا
قازا: قازا
قازاق: قازاق
قازاقىستان: قازاقىستان
قازاقىستاننىڭ: قازاقىستان,نىڭ
قازاقچە: قازاقچە
قازان: قازان
قازاندا: قازان,دا
قازاندىكى: قازان,دىكى
قازانغۇچى: قازانغۇچى
قازىنالايدىغان: قازىن,الا,يدىغان
قازىنى: قازىن,ى
قازىنىش: قازىن,ىش
قازىنىشقا: قازىن,ىش,قا
قازىنىپ: قازىن,ىپ
قاسىم: قاسىم
قاش: قاش
قاشئېرىق: قاشئېرىق
قاشتېشى: قاشتېشى
قاغا: قاغا
قاغىلاي: قاغىلاي
قاغىلاينىڭ: قاغىلاي,نىڭ
قاغىلىق: قاغىلىق
قاقاس: قاقاس
قاقاسلىقنى: قاقاسلىق,نى
قاقتى: قاق,تى
قاقشاتقۇچ: قاقشاتقۇچ
قاقلار: قاق,لار
قالاق: قالاق
قالاي: قالاي
قالايمىغان: قالايمىغان
قالايمىقان: قالايمىقان
قالايمىقانلاشتۇرىدىغان: قالايمىقانلاشتۇر,ىدىغان
قالايمىقانچىلىق: قالايمىقانچىلىق
قالايمىقانچىلىقىنى: قالايمىقانچىلىق,ى,نى
قالتىس: قالتىس
قالدى: قال,دى
قالدىم: قال,دىم
قالدۇردى: قالدۇر,دى
قالدۇردۇق: قالدۇر,دۇق
قالدۇرغان: قالدۇر,غان
قالدۇرغاندىن: قالدۇر,غان,دىن
قالدۇرغانلىقى: قالدۇر,غان,لىق,ى
قالدۇرغانلىقىنى: قالدۇر,غان,لىق,ى,نى
قالدۇرغاچقا: قالدۇر,غاچقا
قالدۇرماسلىق: قالدۇرما,س,لىق
قالدۇرىدىغان: قالدۇر,ىدىغان
قالدۇرىدۇ: قالدۇر,ى,دۇ
قالدۇرۇش: قالدۇر,ۇش
قالدۇرۇشقا: قالدۇر,ۇش,قا
قالدۇرۇشنى: قالدۇر,ۇش,نى
قالدۇرۇشنىڭ: قالدۇر,ۇش,نىڭ
قالدۇرۇشى: قالدۇر,ۇش,ى
قالدۇرۇشىنى: قالدۇر,ۇش,ى,نى
قالدۇرۇلدى: قالدۇرۇل,دى
قالدۇرۇلغان: قالدۇرۇل,غان
قالدۇرۇلغاندىن: قالدۇرۇل,غان,دىن
قالدۇرۇلغانلىق: قالدۇرۇل,غان,لىق
قالدۇرۇلغانلىقتىن: قالدۇرۇل,غان,لىق,تىن
قالدۇرۇلغانلىقىنى: قالدۇرۇل,غان,لىق,ى,نى
قالدۇرۇلماسلىقىغا: قالدۇرۇلما,س,لىق,ى,غا
قالدۇرۇلىدۇ: قالدۇرۇل,ى,دۇ
قالدۇرۇلۇپ: قالدۇرۇل,ۇپ
قالدۇرۇپ: قالدۇر,ۇپ
قالدۇرۇۋاتقان: قالدۇرۇۋات,قان
قالدۇق: قالدۇق
قالدۇقى: قالدۇق,ى
قالسا: قالسا
قالسىلا: قالسى,لا
قالسىمۇ: قالسى,مۇ
قالغان: قالغان
قالغاندا: قال,غان,دا
قالغاندىن: قال,غان,دىن
قالغانلار: قال,غان,لار
قالغانلاردىن: قال,غان,لار,دىن
قالغانلارغا: قال,غان,لار,غا
قالغانلارنى: قال,غان,لار,نى
قالغانلارنىڭلا: قال,غان,لار,نىڭ,لا
قالغانلىق: قال,غان,لىق
قالغانلىقتىن: قال,غان,لىق,تىن
قالغانلىقى: قال,غان,لىق,ى
قالغانلىقىدىن: قال,غان,لىق,ى,دىن
قالغانلىقىنى: قال,غان,لىق,ى,نى
قالغاندى: قال,غان,دى
قال،غاچقا: قال،,غاچقا
قالغىلى: قال,غىلى
قالغۇچىلارنىڭ: قالغۇچى,لار,نىڭ
قالغۇچىنىڭ: قالغۇچى,نىڭ
قالماستىن: قالما,س,تىن
قالماسلىقنى: قالما,س,لىق,نى
قالماسلىقى: قالما,س,لىق,ى
قالماسلىقىغا: قالما,س,لىق,ى,غا
قالماسلىقىنى: قالما,س,لىق,ى,نى
قالماي: قالما,ي
قالمايدۇ: قالما,ي,دۇ
قالمايمىز: قالما,ي,مىز
قالىدىغانلىقىنى: قال,ىدىغان,لىق,ى,نى
قالىدىكەن: قال,ىدىكەن
قالىدۇ: قال,ى,دۇ
قالىمىز: قال,ىمىز
قاماشتۇراتتى: قاماشتۇر,ات,تى
قاماق: قاماق
قاماقخانىلارغا: قاماقخانى,لار,غا
قامال: قامال
قامالغان: قامال,غان
قاماپ: قاما,پ
قامداش: قامدا,ش
قامدايدىغان: قامدا,يدىغان
قامداپ: قامدا,پ
قامدىشىغا: قامدىش,ى,غا
قامدىيالمىدى: قامدىيالمى,دى
قان: قان
قانائەتلىنىپ: قانائەتلىن,ىپ
قانات: قانات
قاناتلاندۇردى: قاناتلان,دۇر,دى
قاناتلاندۇرۇپ: قاناتلان,دۇر,ۇپ
قاناتلىق: قانات,لىق
قاناش: قانا,ش
قاناشقا: قانا,ش,قا
قانال: قانال
قانداشلىق: قانداشلىق
قانداق: قانداق
قانداقتۇر: قانداق,تۇر
قانداقمۇ: قانداق,مۇ
