ئا: ﻿ئا
سانغا: سان,غا
سانلار: سان,لار
سانلارنىڭ: سان,لار,نىڭ
سانلىق: سانلىق
ساننى: سان,نى
ساننىڭ: سان,نىڭ
سانى: سان,ى
سانىغا: سان,ى,غا
سانىغاندا: سان,ى,غان,دا
سانمۇ: سان,مۇ
سانىنى: سان,ى,نى
سانىنىڭ: سان,ى,نىڭ
ساياھىتىنى: ساياھەت,ى,نى
ساياھەت: ساياھەت
ساياھەتتىكى: ساياھەت,تىكى
ساياھەتكە: ساياھەت,كە
ساياھەتنىڭ: ساياھەت,نىڭ
ساياھەتچى: ساياھەتچى
ساياھەتچىلىك: ساياھەتچىلىك
ساياھەتچىلىكنى: ساياھەتچىلىك,نى
ساياھەتچىلىكنىڭ: ساياھەتچىلىك,نىڭ
ساياھەتچىلىكى: ساياھەتچىلىك,ى
ساياھەتچىلىكىدىكى: ساياھەتچىلىك,ى,دىكى
ساياھەتچىلىكىنى: ساياھەتچىلىك,ى,نى
ساياھەتچىلىكىنىڭ: ساياھەتچىلىك,ى,نىڭ
ساياھەتچىلىكىگە: ساياھەتچىلىك,ى,گە
ساياھەتچىلەر: ساياھەتچى,لەر
ساياھەتچىلەرنى: ساياھەتچى,لەر,نى
ساياھەتچىلەرنىڭ: ساياھەتچى,لەر,نىڭ
ساياھەتچىلەرگە: ساياھەتچى,لەر,گە
ساياھەتچىنى: ساياھەتچى,نى
سايباغ: سايباغ
سايدىن: ساي,دىن
سايرام: سايرام
سايرامنىڭ: سايرام,نىڭ
سايكى: سايكى
سايلاش: سايلاش
سايلاشقا: سايلاش,قا
سايلام: سايلام
سايلامدا: سايلام,دا
سايلامغا: سايلام,غا
سايلامنىڭ: سايلام,نىڭ
سايلاندى: سايلان,دى
سايلانغان: سايلان,غان
سايلانغىچە: سايلان,غىچە
سايلاپ: سايلا,پ
سايلىدى: سايلا,دى
سايلىشى: سايلاش,ى
سايلىغاندا: سايلا,غان,دا
سايلىغۇچى: سايلىغۇچى
سايلىغۇچىلارنى: سايلىغۇچى,لار,نى
سايلىمى: سايلام,ى
سايلىمىدا: سايلام,ى,دا
سايلىمىدىن: سايلام,ى,دىن
سايلىمىغا: سايلام,ى,غا
سايلىمىنىڭ: سايلام,ى,نىڭ
سايلىنىش: سايلان,ىش
سايلىنىپ: سايلان,ىپ
سايمانلىرى: سايمان,لار,ى
سايىتنىڭ: سايىت,نىڭ
سايىسى: سايا,سى
سايىلىرىدا: سايا,لار,ى,دا
سايە: سايە
ساپ: ساپ
ساپاسى: ساپا,سى
ساپاسىنى: ساپا,سى,نى
ساپال: ساپال
ساپالىق: ساپا,لىق
ساپلاشتۇرىمىز: ساپلاشتۇر,ىمىز
ساپلاشتۇرۇش: ساپلاشتۇر,ۇش
ساپلاشتۇرۇلمايدىغانلىقىغا: ساپلاشتۇرۇلما,يدىغان,لىق,ى,غا
ساپلاشتۇرۇلىدىغان: ساپلاشتۇرۇل,ىدىغان
ساپلاشتۇرۇپ: ساپلاشتۇر,ۇپ
ساپلىق: ساپلىق
ساپلىقتىكى: ساپلىق,تىكى
ساپلىقىدىكى: ساپلىق,ى,دىكى
ساپلىقىنى: ساپلىق,ى,نى
ساپىقىدا: ساپىقى,دا
ساڭجو: ساڭجو
ساڭزا: ساڭزا
ساڭزىغا: ساڭزا,غا
ساھىبخان: ساھىبخان
ساھىلىدىكى: ساھىل,ى,دىكى
ساھىلغا: ساھىل,غا
ساھە: ساھە
ساھەدىكى: ساھە,دىكى
ساھەدىكىلەر: ساھە,دىكى,لەر
ساھەدىكىلەردىن: ساھە,دىكى,لەر,دىن
ساھەدىكىلەرنىڭ: ساھە,دىكى,لەر,نىڭ
ساھەدە: ساھە,دە
ساھەسدىكى: ساھە,س,دىكى
ساھەسى: ساھە,سى
ساھەسىدىكى: ساھە,سى,دىكى
ساھەسىدىكىلەر: ساھە,سى,دىكى,لەر
ساھەسىدىكىلەرنىمۇ: ساھە,سى,دىكى,لەر,نى,مۇ
ساھەدىكىلەرنىڭ: ساھە,دىكى,لەر,نىڭ
ساھەدىن: ساھە,دىن
ساھەدە: ساھە,دە
ساھەسىنى: ساھە,سى,نى
ساھەسىنىڭ: ساھە,سى,نىڭ
ساھەسىگە: ساھە,سى,گە
ساھەلىرى: ساھە,لەر,ى
ساھەلىرىنى: ساھە,لەر,ى,نى
ساھەلىرىنىڭ: ساھە,لەر,ى,نىڭ
ساھەلەر: ساھە,لەر
ساھەلەردىكى: ساھە,لەر,دىكى
ساھەلەردىمۇ: ساھە,لەر,دە,مۇ
ساھەلەردىن: ساھە,لەر,دىن
ساھەلەردە: ساھە,لەر,دە
ساھەلەرنى: ساھە,لەر,نى
ساھەلەرنىڭ: ساھە,لەر,نىڭ
ساھەلەرگە: ساھە,لەر,گە
ساھەنى: ساھە,نى
ساھەنىڭ: ساھە,نىڭ
ساھەگە: ساھە,گە
ساۋ: ساۋ
ساۋاتلىرى: ساۋات,لار,ى
ساۋاتىنى: ساۋات,ى,نى
ساۋاق: ساۋاق
ساۋاقداشلارغا: ساۋاقداش,لار,غا
ساۋاقداشلىرىمنىڭ: ساۋاقداش,لار,ىم,نىڭ
ساۋاقداشلىرىمىز: ساۋاقداش,لار,ىمىز
ساۋاقلارنى: ساۋاق,لار,نى
ساۋۇت: ساۋۇت
ساۋۇر: ساۋۇر
ساۋۇردىن: ساۋۇر,دىن
ساۋۇرغا: ساۋۇر,غا
ساۋۇرنىڭ: ساۋۇر,نىڭ
ساۋەن: ساۋەن
ستراتېگىيەلىك: ستراتېگىيەلىك
ستراسبۇرگ: ستراسبۇرگ
سترونتسىي: سترونتسىي
سسىتېمىسىنى: سىستېما,سى,نى
سكاندىناۋىيە: سكاندىناۋىيە
سوئال: سوئال
سوئالغا: سوئال,غا
سوئاللار: سوئال,لار
سوئاللاردۇر: سوئال,لار,دۇر
سوئاللارغا: سوئال,لار,غا
سوئاللارنى: سوئال,لار,نى
سوئاللىرى: سوئال,لار,ى
سوئاللىرىغا: سوئال,لار,ى,غا
سوئاللىرىنى: سوئال,لار,ى,نى
سوئالىغا: سوئال,ى,غا
سوت: سوت
سوتتا: سوت,تا
سوتسىئالىستلار: سوتسىئالىست,لار
سوتسىيالىزم: سوتسىيالىزم
سوتسىيالىزمدا: سوتسىيالىزم,دا
سوتسىيالىزمنى: سوتسىيالىزم,نى
سوتسىيالىزمنىڭ: سوتسىيالىزم,نىڭ
سوتسىيالىستىك: سوتسىيالىستىك
سوتقا: سوت,قا
سوتلانغان: سوتلان,غان
سوتچىسى: سوتچى,سى
سودا: سودا
سودىدا: سودا,دا
سودىدىكى: سودا,دىكى
سودىسى: سودا,سى
سودىسىدىكى: سودا,سى,دىكى
سودىسىغا: سودا,سى,غا
سودىسىنى: سودا,سى,نى
سودىسىنىڭ: سودا,سى,نىڭ
سودىلىشىش: سودىلاش,ىش
سودىلىشىپ: سودىلاش,ىپ
سودىلىشىۋاتاتتى: سودىلىشىۋات,اتتى
سودىنى: سودا,نى
سودىنىڭ: سودا,نىڭ
سودىيۇم: سودىيۇم
سودىگەر: سودىگەر
سودىگەرلىرى: سودىگەر,لەر,ى
سودىگەرلىرىنىڭ: سودىگەر,لەر,ى,نىڭ
سودىگەرلەر: سودىگەر,لەر
سودىگەرلەردىن: سودىگەر,لەر,دىن
سودىگەرلەرنى: سودىگەر,لەر,نى
سودىگەرلەرنىڭ: سودىگەر,لەر,نىڭ
سودىگەرلەرگە: سودىگەر,لەر,گە
سودىگەرنى: سودىگەر,نى
سوراش: سورا,ش
سوراشتا: سورا,ش,تا
سوراشقا: سورا,ش,قا
سوراقتا: سوراق,تا
سورالدى: سورال,دى
سورالغان: سورال,غان
سورايمىز: سورا,ي,مىز
سوراپ: سورا,پ
سوراۋاتاتتى: سوراۋات,اتتى
سورت: سورت
سورتلارنى: سورت,لار,نى
سورتلىرىنى: سورت,لار,ى,نى
سورتلۇق: سورت,لۇق
سورتنى: سورت,نى
سوردى: سور,دى
سورىدى: سورا,دى
سورىدىم: سورا,دى,م
سورىسا: سورا,سا
سورىغان: سورا,غان
سورىمايلا: سورا,ما,ي,لا
سورۇن: سورۇن
سورۇندا: سورۇن,دا
سورۇندىكى: سورۇن,دا,كى
سورۇندىن: سورۇن,دىن
سورۇنلارنىڭ: سورۇن,لار,نىڭ
سورۇنلىرى: سورۇن,لار,ى
سورۇنلىرىنىڭ: سورۇن,لار,ى,نىڭ
سورۇنى: سورۇن,ى
سوزۇلغان: سوزۇل,غان
سوزۇلما: سوزۇلما
سوزۇلۇپ: سوزۇل,ۇپ
سوزۇپ: سوز,ۇپ
سوغۇق: سوغۇق
سوغۇقتا: سوغۇق,تا
سوغۇققانلىق: سوغۇققان,لىق
سوغۇقلارنى: سوغۇق,لار,نى
سوغۇقنىڭ: سوغۇق,نىڭ
سوفىيەدە: سوفىيە,دە
سوقتى: سوق,تى
سوققان: سوق,قان
سوققانلىق: سوق,قان,لىق
سوقۇلغان: سوقۇل,غان
سوقۇلغاندىن: سوقۇل,غان,دىن
سوقۇلىدىغان: سوقۇل,ىدىغان
سوقۇلۇش: سوقۇل,ۇش
سوقۇلۇپ: سوقۇل,ۇپ
سوقۇۋېتىپ: سوقۇۋەت,ىپ
سوقۇۋەتتى: سوقۇۋەت,تى
سوقۇۋەتكەن: سوقۇۋەت,كەن
سوقۇۋەتكەنلىكتىن: سوقۇۋەت,كەن,لىك,تىن
سولجۇ: سولجۇ
سولدىن: سول,دىن
سولفىد: سولفىد
سولچىلار: سولچى,لار
سومكىسىغا: سومكا,سى,غا
سومما: سومما
سوممىسى: سومما,سى
سوممىسىدا: سومما,سى,دا
سوممىسىدىن: سومما,سى,دىن
سوممىسىغا: سومما,سى,غا
سوممىسىمۇ: سومما,سى,مۇ
سوممىسىنى: سومما,سى,نى
سوممىسىنىڭ: سومما,سى,نىڭ
سوممىلىق: سومما,لىق
سوپىھاجى: سوپىھاجى
سوۋغا: سوۋغا
سوۋغات: سوۋغات
سوۋغاتلارنى: سوۋغات,لار,نى
سوۋغاتلىق: سوۋغات,لىق
سوۋغىلارنى: سوۋغا,لار,نى
سوۋېت: سوۋېت
سىئول: سىئول
سىئولدا: سىئول,دا
سىبال: سىبال
سىجىل: سىجىل
سىجىللىققا: سىجىللىق,قا
سىجىللىقى: سىجىللىق,ى
سىجىللىقىغا: سىجىللىق,ى,غا
سىجىللىقىنى: سىجىللىق,ى,نى
سىخۇي: سىخۇي
سىدىكى: دا,كى
سىرت: سىرت
سىرتتا: سىرت,تا
سىرتتىن: سىرت,تىن
سىرتقا: سىرت,قا
سىرتقى: سىرتقى
سىرتنىڭ: سىرت,نىڭ
سىرتى: سىرت,ى
سىرتىدا: سىرت,ى,دا
سىرتىدىكى: سىرت,ى,دا,كى
سىرتىدىن: سىرت,ى,دىن
سىرتىغا: سىرت,ى,غا
سىرتىنىڭ: سىرت,ى,نىڭ
سىردىشىش: سىرداش,ىش
سىردىشىپ: سىرداش,ىپ
سىركىپ: سىركىپ
سىز: سىز
سىزدۇرۇپ: سىزدۇر,ۇپ
سىزمۇ: سىز,مۇ
سىزنىڭ: سىز,نىڭ
سىزىش: سىز,ىش
سىزىق: سىزىق
سىزىقنى: سىزىق,نى
سىزىقى: سىزىق,ى
سىزىقىنى: سىزىق,ى,نى
سىزگە: سىز,گە
سىستېما: سىستېما
سىستېمىسى: سىستېما,سى
سىستېمىسىدا: سىستېما,سى,دا
سىستېمىىدىكى: سىستېما,ى,دىكى
سىستېمىدىكىلەر: سىستېما,دىكى,لەر
سىستېمىسىدىكىلەرنىڭ: سىستېما,سى,دىكى,لەر,نىڭ
سىستېمىسىدىن: سىستېما,سى,دىن
سىستېمىسىغا: سىستېما,سى,غا
سىستېمىسىنى: سىستېما,سى,نى
سىستېمىسىنىڭ: سىستېما,سى,نىڭ
سىستېمىلارنىڭ: سىستېما,لار,نىڭ
سىستېمىلاشقان: سىستېمىلاش,قان
سىستېمىلىرىنىڭ: سىستېما,لار,ى,نىڭ
سىستېمىلىشىشى: سىستېمىلاش,ىش,ى
سىستېمىلىق: سىستېمىلىق
سىستېمىچانلىقى: سىستېما,چان,لىق,ى
سىسىتېمىسىغا: سىستېما,سى,غا
سىسىلىيە: سىسىلىيە
سىشۆ: سىشۆ
سىغدۇرالايدۇ: سىغدۇر,الا,ي,دۇ
سىغىدىغان: سىغ,ىدىغان
سىغىمى: سىغىم,ى
سىغىمچانلىققا: سىغىم,چان,لىق,قا
سىغىمچانلىقى: سىغىم,چان,لىق,ى
سىغىمچانلىقى: سىغىم,چان,لىق,ى
سىفىرلارنى: سىفىر,لار,نى
سىقىپ: سىق,ىپ
سىلاق: سىلاق
ئسىلاھات: ئسىلاھات
ئسىلاھاتنى: ئسىلاھات,نى
ئسىلاھاتى: ئسىلاھات,ى
سىلاۋىيانچىنى: سىلاۋىيانچە,نى
سىلجىتىدۇ: سىلجىت,ى,دۇ
سىلجىتىش: سىلجىت,ىش
سىلوس: سىلوس
سىلوۋاكىيەگە: سىلوۋاكىيە,گە
سىلى: سىلى
سىلىق: سىلىق
سىلىنىڭ: سىلى,نىڭ
سىلىڭيۈەنى: سىلىڭيۈەن,ى
سىلىگە: سىلى,گە
سىلەر: سىلەر
سىلەرنى: سىلەر,نى
سىلەرنىڭ: سىلەر,نىڭ
سىلەرگە: سىلەر,گە
سىم: سىم
سىماب: سىماب
سىمابلىق: سىمابلىق
سىماغۇل: سىماغۇل
سىمخانا: سىمخانا
سىملىق: سىملىق
سىمى: سىمى
سىمۋول: سىمۋول
سىمۋولى: سىمۋول,ى
سىن: سىن
سىنابۇڭ: سىنابۇڭ
سىناش: سىنا,ش
سىناشقا: سىنا,ش,قا
سىناق: سىناق
سىناققا: سىناق,قا
سىناقلارغا: سىناق,لار,غا
سىنايدىغان: سىنا,ي,دا,غان
سىناپ: سىناپ
سىنتەبىر: سىنتەبىر
سىنغا: سىن,غا
سىنلىق: سىنلىق
سىنوۋدىن: سىنوۋ,دىن
سىنوۋدىننىڭ: سىنوۋ,دىن,نىڭ
سىنىغاندىن: سىنا,غان,دىن
سىنىقى: سىناق,ى
سىنىپ: سىنىپ
سىنىپتا: سىنىپ,تا
سىنىپلىرى: سىنىپ,لار,ى
سىنىپلىرىغا: سىنىپ,لار,ى,غا
سىنىپلىرىنىڭ: سىنىپ,لار,ى,نىڭ
سىنىپى: سىنىپ,ى
سىنىپىدا: سىنىپ,ى,دا
سىنىپىدىكى: سىنىپ,ى,دىكى
سىنىپىمىزدا: سىنىپ,ىمىز,دا
سىنىپىنىڭ: سىنىپ,ى,نىڭ
سىنىپىي: سىنىپىي
باشقارمىسىنىڭ: باشقارمىا,سى,نىڭ
سىنگ: سىنگ
سىنگاپور: سىنگاپور
سىنگاپوردا: سىنگاپور,دا
سىنگاپوردىكى: سىنگاپور,دىكى
سىنگاپورنىڭ: سىنگاپور,نىڭ
سىنگقا: سىنگ,قا
سىنگنى: سىنگ,نى
سىنگېر: سىنگېر
سىياسىي: سىياسىي
سىياسىتى: سىياسەت,ى
سىياسىتىدە: سىياسەت,ى,دە
سىياسىتىمۇ: سىياسەت,ى,مۇ
سىياسىتىنى: سىياسەت,ى,نى
سىياسىتىنىڭ: سىياسەت,ى,نىڭ
سىياسىتىگە: سىياسەت,ى,گە
سىياسىيدا: سىياسىي,دا
سىياسىي: سىياسىي
سىياسىيدا: سىياسىي,دا
سىياسىيلىقى: سىياسىي,لىق,ى
سىياسەت: سىياسەت
سىياسەتتىن: سىياسەت,تىن
سىياسەتتە: سىياسەت,تە
سىياسەتكىلا: سىياسەت,كە,لا
سىياسەتكە: سىياسەت,كە
سىياسەتلىرى: سىياسەت,لەر,ى
سىياسەتلىرىدىن: سىياسەت,لەر,ى,دىن
سىياسەتلىرىنى: سىياسەت,لەر,ى,نى
سىياسەتلىرىنىڭ: سىياسەت,لەر,ى,نىڭ
سىياسەتلەر: سىياسەت,لەر
سىياسەتلەردىن: سىياسەت,لەر,دىن
سىياسەتلەردە: سىياسەت,لەر,دە
سىياسەتلەرنى: سىياسەت,لەر,نى
سىياسەتلەرنىڭ: سىياسەت,لەر,نىڭ
سىياسەتنى: سىياسەت,نى
سىياسەتنىڭ: سىياسەت,نىڭ
سىيتقامزا: سىيتقامزا
سىيىت: سىيىت
سىيىتقامزا: سىيىتقامزا
خۇسۇسىيلار: خۇسۇسىي,لار
سىيەك: سىيەك
سىچۇەن: سىچۇەن
سىچۈەن: سىچۈەن
سىچۈەنگە: سىچۈەن,گە
سىڭدۈرمىگىچە: سىڭدۈرمە,گىچە
سىڭدۈرگەن: سىڭدۈر,گەن
سىڭدۈرۈشىمىز: سىڭدۈر,ۈش,ىمىز
سىڭدۈرۈلۈشىگە: سىڭدۈرۈل,ۈش,ى,گە
سىڭدۈرۈپ: سىڭدۈر,ۈپ
سىڭلىم: سىڭل,ىم
سىڭمەي: سىڭمەي
سىڭىپ: سىڭىپ
سىڭگەن: سىڭگەن
سىگرى: سىگرى
سىگرىد: سىگرىد
سىگنال: سىگنال
سىگنالى: سىگنال,ى
سىگنالىنى: سىگنال,ى,نى
سياسىي: سياسىي
سچوتىنى: سچوت,ى,نى
سۆرىگۈچى: سۆرىگۈچى
سۆرەلمىلىك: سۆرەلمىلىك
سۆرەيدۇ: سۆرە,ي,دۇ
سۆز: سۆز
سۆزدىن: سۆز,دىن
سۆزدە: سۆز,دە
: 
سۆزلىدى: سۆز,لە,دى
سۆزلىرى: سۆز,لەر,ى
سۆزلىرىنى: سۆز,لەر,ى,نى
سۆزلىرىنىڭ: سۆز,لەر,ى,نىڭ
سۆزلىشىش: سۆزلەش,ىش
سۆزلىشىشكە: سۆزلەش,ىش,كە
سۆزلىشىشنى: سۆزلەش,ىش,نى
سۆزلىشىشىگە: سۆزلەش,ىش,ى,گە
سۆزلىشىنىڭ: سۆزلەش,ى,نىڭ
سۆزلىشىپ: سۆزلەش,ىپ
سۆزلىشىپلا: سۆزلەش,ىپ,لا
سۆزلىشىۋاتقانلىقى: سۆزلىشىۋات,قان,لىق,ى
سۆزلىيەلەيدىغان: سۆزلىيەلە,يدىغان
سۆزلىگۈچىسى: سۆزلىگۈچى,سى
سۆزلىگۈچىلەر: سۆزلىگۈچى,لەر
سۆزلىگۈچىلەرنىڭ: سۆزلىگۈچى,لەر,نىڭ
سۆزلىگەن: سۆزلە,گەن
سۆزلىگەندە: سۆزلە,گەن,دە
سۆزلەر: سۆز,لەر
سۆزلەردىن: سۆز,لەر,دىن
سۆزلەرنى: سۆز,لەر,نى
سۆزلەش: سۆزلە,ش
سۆزلەشتى: سۆزلەش,تى
سۆزلەشتىكى: سۆزلەش,تى,كى
سۆزلەشتىمۇ: سۆزلەش,تى,مۇ
سۆزلەشكۈچى: سۆزلەشكۈچى
سۆزلەشكە: سۆزلە,ش,كە
سۆزلەشكەندە: سۆزلە,ش,كەن,دە
سۆزلەشمەيمىز: سۆزلەشمە,ي,مىز
سۆزلەشنى: سۆزلە,ش,نى
سۆزلەندى: سۆزلەن,دى
سۆزلەيدىكەن: سۆزلە,ي,دى,كەن
سۆزلەيدۇ: سۆزلە,ي,دۇ
سۆزلەپ: سۆزلە,پ
سۆزلەپلا: سۆزلە,پ,لا
سۆزنى: سۆز,نى
سۆزنىڭ: سۆز,نىڭ
سۆزى: سۆز,ى
سۆزىدىن: سۆز,ى,دىن
سۆزىدە: سۆز,ى,دە
سۆزىنى: سۆز,ى,نى
سۆزىنىڭ: سۆز,ى,نىڭ
سۆزۈم: سۆز,ۈم
سۆسەر: سۆسەر
سۆكتى: سۆك,تى
سۆككەنلەرگە: سۆك,كەن,لەر,گە
سۆكۈش: سۆكۈش
سۆلەتۋازلىققا: سۆلەتۋازلىق,قا
سۆيگۈچى: سۆيگۈچى
سۆيگەنلىك: سۆي,گەن,لىك
سۆيۈش: سۆي,ۈش
سۆيۈشتە: سۆي,ۈش,تە
سۆيۈنىمەن: سۆيۈن,ى,مەن
سۆيۈنۈپ: سۆيۈن,ۈپ
سۆيۈپ: سۆي,ۈپ
سۆيەر: سۆيەر
سۆڭەك: سۆڭەك
سۆڭەكنى: سۆڭەك,نى
سۆھبىتى: سۆھبەت,ى
سۆھبىتىدىن: سۆھبەت,ى,دىن
سۆھبىتىدە: سۆھبەت,ى,دە
سۆھبىتىنى: سۆھبەت,ى,نى
سۆھبىتىنىڭ: سۆھبەت,ى,نىڭ
سۆھبىتىگە: سۆھبەت,ى,گە
سۆھبىتىدىن: سۆھبەت,ى,دىن
سۆھبەت: سۆھبەت
سۆھبەتتىن: سۆھبەت,تىن
سۆھبەتتە: سۆھبەت,تە
سۆھبەتكە: سۆھبەت,كە
سۆھبەتلىشىدىغان: سۆھبەتلەش,ىدىغان
سۆھبەتلىشىدىكەن: سۆھبەتلەش,ى,دۇ,كەن
سۆھبەتلىشىدۇ: سۆھبەتلەش,ىدۇ
سۆھبەتلىشىش: سۆھبەتلەش,ىش
سۆھبەتلىشىشتە: سۆھبەتلەش,ىش,تە
سۆھبەتلىشىشكە: سۆھبەتلەش,ىش,كە
سۆھبەتلىشىشنى: سۆھبەتلەش,ىش,نى
سۆھبەتلىشىشنىڭ: سۆھبەتلەش,ىش,نىڭ
سۆھبەتلىشىپ: سۆھبەتلەش,ىپ
سۆھبەتلىشىۋاتقانلىقىغىمۇ: سۆھبەتلىشىۋات,قان,لىق,ى,غا,مۇ
سۆھبەتلەشتى: سۆھبەتلەش,تى
سۆھبەتلەشكەندىن: سۆھبەتلەش,كەن,دىن
سۆھبەتنى: سۆھبەت,نى
سۆھبەتنىڭ: سۆھبەت,نىڭ
سۇ: سۇ
سۇبيېكتلارنىڭ: سۇبيېكت,لار,نىڭ
سۇبيېكتلىرى: سۇبيېكت,لار,ى
سۇبيېكتلىق: سۇبيېكتلىق
سۇبيېكتى: سۇبيېكت,ى
سۇبيېكتىغا: سۇبيېكت,ى,غا
سۇبيېكتىنى: سۇبيېكت,ى,نى
سۇبيېكتىنىڭ: سۇبيېكت,ى,نىڭ
سۇبيېكتىپ: سۇبيېكتىپ
سۇبيېكتىپلىق: سۇبيېكتىپلىق
سۇبيېكىت: سۇبيېكىت
سۇبيېكىتنىڭ: سۇبيېكىت,نىڭ
سۇتخېپ: سۇتخېپ
سۇتخېپنى: سۇتخېپ,نى
سۇجاتا: سۇجاتا
سۇجۇ: سۇجۇ
سۇجۇڭ: سۇجۇڭ
سۇدا: سۇدا
سۇدان: سۇدان
سۇداندا: سۇدان,دا
سۇداندىكى: سۇدان,دىكى
سۇدانغا: سۇدان,غا
سۇداننىڭ: سۇدان,نىڭ
سۇدىن: سۇ,دىن
سۇرىيە: سۇرىيە
سۇرىيەدىكى: سۇرىيە,دىكى
سۇرىيەدىن: سۇرىيە,دىن
سۇرىيەدە: سۇرىيە,دە
سۇرىيەلىك: سۇرىيەلىك
سۇرىيەنىڭ: سۇرىيە,نىڭ
سۇسلاشتۇرۇشقا: سۇسلاشتۇر,ۇش,قا
سۇسلاشتۇرۇپ: سۇسلاشتۇر,ۇپ
سۇسلاپ: سۇسلا,پ
سۇسلىشىۋاتقان: سۇسلىشىۋات,قان
سۇشى: سۇشى
سۇغا: سۇ,غا
سۇغارغىمىز: سۇغار,غا,مىز
سۇغىرالايدىغان: سۇغىرالا,يدىغان
سۇغىرالمىغاچقا: سۇغىرالما,غاچقا
سۇغىرىش: سۇغار,ىش
سۇغىرىشتىن: سۇغار,ىش,تىن
سۇغىرىشقا: سۇغار,ىش,قا
سۇغىرىشنى: سۇغار,ىش,نى
سۇغىرىلغان: سۇغىرىل,غان
سۇغىرىلىدىغان: سۇغىرىل,ىدىغان
سۇغىرىلىش: سۇغىرىل,ىش
سۇغىرىپ: سۇغار,ىپ
سۇغۇرتا: سۇغۇرتا
سۇغۇرتىدىن: سۇغۇرتا,دىن
سۇغۇرتىسى: سۇغۇرتا,سى
سۇغۇرتىسىدىن: سۇغۇرتا,سى,دىن
سۇغۇرتىسىغا: سۇغۇرتا,سى,غا
سۇغۇرتىسىغىچە: سۇغۇرتا,سى,غىچە
سۇغۇرتىسىنى: سۇغۇرتا,سى,نى
سۇغۇرتىسىنىڭ: سۇغۇرتا,سى,نىڭ
سۇغۇرتىغا: سۇغۇرتا,غا
سۇغۇرتىنىڭ: سۇغۇرتا,نىڭ
سۇلارنى: سۇ,لار,نى
سۇلالىسى: سۇلالە,سى
سۇلالىسىدىن: سۇلالە,سى,دىن
سۇلالىسىغا: سۇلالە,سى,غا
سۇلالىسىنىڭ: سۇلالە,سى,نىڭ
سۇلالىسىگە: سۇلالە,سى,گە
سۇلالىلىرى: سۇلالە,لەر,ى
سۇلايمان: سۇلايمان
سۇلفات: سۇلفات
سۇلى: سۇلى
سۇلياۋ: سۇلياۋ
سۇلياۋنى: سۇلياۋ,نى
سۇلۇق: سۇلۇق
سۇماترادىكى: سۇماترا,دىكى
سۇمۇ: سۇمۇ
سۇمۇرغ: سۇمۇرغ
سۇمۇرغنى: سۇمۇرغ,نى
سۇن: سۇن
سۇندى: سۇن,دى
سۇندۇق: سۇن,دۇق
سۇنغان: سۇن,غان
سۇنى: سۇ,نى
سۇنىدىغان: سۇن,ىدىغان
سۇنىڭ: سۇ,نىڭ
سۇنۇش: سۇن,ۇش
سۇنۇشقا: سۇن,ۇش,قا
سۇنۇشنى: سۇن,ۇش,نى
سۇنۇشىمىز: سۇن,ۇش,ىمىز
سۇنۇق: سۇنۇق
سۇنۇقى: سۇنۇق,ى
سۇنۇلدى: سۇنۇل,دى
سۇنۇلغان: سۇنۇل,غان
سۇنۇلىدىغان: سۇنۇل,ىدىغان
سۇنۇلىدۇ: سۇنۇل,ى,دۇ
سۇنۇلۇشى: سۇنۇل,ۇش,ى
سۇنۇپ: سۇنۇپ
سۇيىقەست: سۇيىقەست
سۇيىقەستى: سۇيىقەست,ى
سۇيىقەستىنى: سۇيىقەست,ى,نى
سۇيۇقلاندۇرۇلغان: سۇيۇقلاندۇرۇل,غان
سۇيۇقلۇق: سۇيۇقلۇق
سۇپا: سۇپا
سۇپىدا: سۇپا,دا
سۇپىدىن: سۇپا,دىن
سۇپىسى: سۇپا,سى
سۇپىسىدا: سۇپا,سى,دا
سۇپىسىنى: سۇپا,سى,نى
سۇپىسىنىڭ: سۇپا,سى,نىڭ
سۇپىلاردىن: سۇپا,لار,دىن
سۇپىلىق: سۇپىلىق
سۇپىنى: سۇپا,نى
سۇپىڭ: سۇپىڭ
سۇپۇرىسى: سۇپۇرا,سى
سۇچىلىق: سۇچىلىق
سۇڭ: سۇڭ
سۇڭتاكنى: سۇڭتاك,نى
سۇڭمىن: سۇڭمىن
سۈبھى: سۈبھى
سۈت: سۈت
سۈتىدىن: سۈت,ى,دىن
سۈرئىتى: سۈرئەت,ى
سۈرئىتىدىن: سۈرئەت,ى,دىن
سۈرئىتىدە: سۈرئەت,ى,دە
سۈرئىتىمۇ: سۈرئەت,ى,مۇ
سۈرئىتىنى: سۈرئەت,ى,نى
سۈرئىتىنىڭ: سۈرئەت,ى,نىڭ
سۈرئەت: سۈرئەت
سۈرئەتتىن: سۈرئەت,تىن
سۈرئەتتە: سۈرئەت,تە
سۈرئەتكە: سۈرئەت,كە
سۈرئەتلىك: سۈرئەتلىك
سۈرئەتنى: سۈرئەت,نى
سۈردى: سۈر,دى
سۈركىلىش: سۈركەل,ىش
سۈركىلىشكە: سۈركەل,ىش,كە
سۈرمەسلىكنى: سۈرمە,س,لىك,نى
سۈرى: سۈر,ى
سۈرىتى: سۈرەت,ى
سۈرىتىنى: سۈرەت,ى,نى
سۈرىتىگە: سۈرەت,ى,گە
سۈرىدىغان: سۈر,ىدىغان
سۈرىدىغانلىقىنى: سۈر,ىدىغان,لىق,ى,نى
سۈرىدىكەن: سۈر,ىدى,كەن
